AID00098043	PLAYER LOCKED OBJECT
AID00103457	Let's meet in my room, hon. Follow me.
AID00103458	Let's meet in my room, hon. Follow me.
AID00103459	Take a seat! Play to win.
AID00103460	You look like the lucky type, come play the odds.
AID00103461	Play the tables, test your luck.
AID00103462	You gotta play big to win big.
AID00103463	Feeling lucky?
AID00103464	Sorry, can't let you play here.
AID00103465	You're cut off.
AID00103466	Try the Tops, your money is no good here.
AID00103467	Done playing? Try watching some dancers.
AID00103468	Be patient. Don't blow it, now.
AID00103469	I've enjoyed it, hon. But, if you want more of it, you know what you've got to do.
AID00103470	We got the message. We're going.
AID00103471	You didn't see nothin', got it?
AID00103472	You'll get no trouble from me.
AID00103473	Hey, I just do what I'm told.
AID00103474	Howdy, son! How can I help you? But make it quick. Goddamn heat's worse in this town than in the middle of a Brahmin herd at noon.
AID00103475	If you don't mind, I have to look after my husband...
AID00103476	Howdy, young lady. How can I help you? But make it quick. Goddamn heat's worse in this town than in the middle of a Brahmin herd at noon.
AID00103477	Howdy! Good seeing you again.
AID00103478	Good to see you again.
AID00103479	No time to chat now, kid. I'm outta this city for good.
AID00103480	Sorry, but I don't have time to talk right now. I'm going back to the ranch.
AID00103481	Can't dilly-dally right now, kid. Got to lay these old bones to rest for the night. Try me tomorrow.
AID00103482	Walter! My husband's... No, it can't be!
AID00103483	Not right now. I've got to make sure my husband gets enough rest. He's much too involved in this Gunderson business for his own good. Maybe tomorrow.
AID00103484	Ethel, darling! I'll... I'll join you soon again! Someone's gonna pay first, though.
AID00103485	Yeah, what do you want?
AID00103486	Hey, it's you! What's the news?
AID00103487	You've made it! Thank you so much for your help. I owe you more than- Wait! What's that?
AID00103488	Let me guess. You want to know my secret - how I got my beard to grow in so thick.
AID00103489	Just talk to Big Beard next to me, pal. Whoever's got the biggest whiskers, does the talking...
AID00103490	Couldn't stay away, huh?
AID00103491	Well, well, well, if it isn't our whore, Joana... and, I don't believe this. Carlitos!
AID00103492	We had you and the whore clocked from the start, but we thought Carlitos would be long gone by now.
AID00103493	He should've fled with the caps he stole from the family. We Omertas don't forget and now's time to pay for your offenses.
AID00103494	Hi. I'm Frewell
AID00103495	Fretwell again, brah.
AID00103496	Frettie, a thirtie.
AID00103497	Yo, I'm Willis, trooper Willis to you, punk.
AID00103498	Me again, ahole!
AID00103499	Why not?
AID00103500	Henchman number 1, yeah.
AID00103501	Henchman number 2 bro!
AID00103502	<Grouping for Crocker top-level infos>
AID00103503	Look, we are going, okay? So, leave us be.
AID00103504	<Omerta Thug, greets player in Gomorrah>
AID00103505	I don't know how we pulled this off, for a minute there I thought we were not going to make it.
AID00103506	Without you, we'd been in the losing end. Thank you so much for your help, friend.
AID00103507	No... Joana! It can't be! She didn't deserve this, she didn't, you hear?
AID00103508	It should've been me, not her... They will pay, right now! Out of my way!
AID00103509	For my beard, I do as I promised.
AID00103510	Hey, friend! It's good to see you again.
AID00103511	This place don't have the glitter of the Strip, but I've got Joana - that's all I'll ever need.
AID00103512	We're ready. Let's get out of here.
AID00103513	Thank you for your help!
AID00103514	I'm out of here.
AID00103515	C'mon, let's go.
AID00103516	Can't thank you enough for saving us.
AID00103517	Didn't expect things to go so bad - I'm not staying here any longer.
AID00103518	Hear that up on the ridge behind me there? We got some geckos to clear out.
AID00103519	Bunch of little monsters is what they are. Seems like Doc Mitchell treats more gecko bites than anything else.
AID00103520	Let's see if we can get a little closer. If we move quietly, we can get the jump on 'em. More likely to hit something vital that way.
AID00103521	See? You're getting the hang of it.
AID00103522	There's two more wells that still need clearing. You want, you can come along. It'd be worth a few caps to me.
AID00103523	Confound it, Cheyenne, why'd you have to go running in like that? You were supposed to stay.
AID00103524	I'm sorry, you shouldn't have to see me like this. I'm not not gonna be very good company right now.
AID00103525	I did have another thing to teach, but I'll understand if you'd rather I just pay you so you can be on your way.
AID00103526	Now that was some good work. Even got a little exciting there at the end.
AID00103527	Here's a little spending money for the trouble.
AID00103528	Ah, hell's bells. There's not a day passes by I don't tell people not to come here by themselves.
AID00103529	Some people, your word just isn't good enough for them. Then this happens.
AID00103530	Well, it's part of life out here. Best to accept it.
AID00103531	But you did what you promised, staying out here with me. Here's my end of the deal.
AID00103532	Hey, that's not bad! See? All it takes to make a recipe is the right ingredients and the right know-how.
AID00103533	Sometimes it won't be a campfire you need. Might need to do some work on your guns and ammo, maybe.
AID00103534	Important thing to get is it's all the same idea. You just need to find the right place to set up shop. Workbench or... a reloading bench, whatever.
AID00103535	Well, I hope that's enough to get you started.
AID00103536	Everything all right?
AID00103537	I'm heading back now. Hope I didn't miss anything good on the jukebox. Cheyenne would never forgive me.
AID00103538	It's important that you're relaxed for this next test. Please, have a seat.
AID00103539	All right. I'm gonna say a word. I want you to say the first thing that comes to mind.
AID00103540	Dog.
AID00103541	Here. These are yours. Was all you had on you when you was brought in.
AID00103542	I hope you don't mind but I gave the note a look. I thought it might help me find a next of kin. But it was just something about a platinum chip.
AID00103543	Hi, what can I do for you?
AID00103544	Welcome back. Need anything?
AID00103545	I've been taking care of the shop, since Michael... I've got to look forward. Someone's got to bring beauty into this barren world.
AID00103546	Excuse me, but I'm busy.
AID00103547	What's up?
AID00103548	Hey, it's you! Michael Angelo told me about your photographs. I hope to see the world, one day, like you do.
AID00103549	Welcome back, friend. What can I do for you?
AID00103550	Greetings, citizen. Please, select your accommodation needs.
AID00103551	Behave, and don't give me a reason to kick you out.
AID00103552	This is going to be fun!
AID00103553	Sorry, no time to talk, Outsider.
AID00103554	I bet you'd make an awesome Boomer.
AID00103555	Yay! I love my new toy!
AID00103556	Thanks for the help. That crazy bitch just attacked me out of nowhere.
AID00103557	Did you see that? That crazy bitch just attacked me out of nowhere.
AID00103558	Thanks again for the help.
AID00103559	This day just can't get any worse.
AID00103560	Did you see that? That guy was going to kill me!
AID00103561	Hey, it's you ag- what's wrong? Why are you looking at me like that?
AID00103562	Don't worry about me. I'm a little shaken up, but I'll be okay.
AID00103563	Could you, maybe, stay away from me? You're creeping me out.
AID00103564	We spoke earlier, didn't we? About Vault 22. My offer still stands, if you've changed your mind.
AID00103565	We still need a contractor on our Vault 22 project. Interested?
AID00103566	Yes? Something else you needed?
AID00103567	I received a pleasant call from Dr. Keely. It seems we have you to thank for keeping her alive. Very charitable of you.
AID00103568	Ah! I was just wondering what had become of you.
AID00103569	What do you want? I thought I told you to stay the hell out of here.
AID00103570	What are you doing in my office? You're not welcome here, get out!
AID00103571	Did Dr. Hildern... this really isn't any of my business, but... did he give you a job?
AID00103572	Little busy at the moment. But I can talk.
AID00103573	If you can find Keely and keep her safe, I'll pay you what I can. I gave my word, and I meant it.
AID00103574	Keely just called in. You should have heard the Director. "But I-" "Wait a-" "Now look here-"
AID00103575	She wouldn't let him finish a sentence. Just reamed him out for sending all those people to the Vault. I've never seen his face so red and twitchy.
AID00103576	Thanks for keeping her safe. Here's the caps I promised. I knew I had a good feeling about you.
AID00103577	Did you find Keely? You haven't been back for a while, so I was hoping...
AID00103578	Oh! Good to see you again.
AID00103579	Unless I hear from Keely, we've got nothing to talk about.
AID00103580	Keely still hasn't checked in. It's not like her...
AID00103581	After what happened with Keely, Hildern's got his eye on me. We shouldn't be talking... not anymore.
AID00103582	You're new? I'm Angela. Williams. Were you just looking around, or...
AID00103583	Took your sweet time. I suppose the NCR sent you?
AID00103584	It's better not to do a lot of talking on assassination missions.
AID00103585	I hear you took care of Motor-Runner. I could have handled that on my own.
AID00103586	Thanks for the help back at Vault 3. I couldn't have gotten out of there without the assist.
AID00103587	Thanks for the assistance, doc. Time for us to go take out Motor-Runner?
AID00103588	What do you need? I have a job to do.
AID00103589	I'm ready to take out Motor-Runner when you are.
AID00103590	How the hell did you get in here? And who the hell are you?
AID00103591	What are you doing here, soldier? I didn't call for any support.
AID00103592	Hey! Yeah you! Come give us a hand!
AID00103593	You again. You ready to give us some help?
AID00103594	Rick is dead, but I'd still welcome my freedom!
AID00103595	Are you going to free me or what?
AID00103596	Thanks for the help.
AID00103597	Thank you for releasing us.
AID00103598	Talk to Rick if you have something you'd like to say.
AID00103599	If you have anything to say, talk to Rick.
AID00103600	Why the fuck are you back here?
AID00103601	What the fuck are you doing here?
AID00103602	Man, are you turned around. Motor-Runner is one the other side of the complex.
AID00103603	I know who you are. I'm a patient man, but you'd better have a damn good reason to be standing here right now. Spit it out.
AID00103604	Look who it is. I haven't had the privilege, but I'm told you've been an angel on our shoulder. What can we do for you at Camp McCarran?
AID00103605	Well. I'm glad we could finally meet. My sources tell me you've done some good work for us. What brings you to Camp McCarran?
AID00103606	I'm usually good with faces, but I don't think I've seen you here before. What brings you to Camp McCarran?
AID00103607	What happened?
AID00103608	Yes, what is it?
AID00103609	What are you doing here? You don't have clearance.
AID00103610	Get the hell out of my sight.
AID00103611	Hey, what are you doing out here at this hour?
AID00103612	Trouble sleeping again, huh? Well, do yourself a favor - try and get some rest.
AID00103613	Following up on your lead, huh? Good. I'll get out of your way before I blow your cover.
AID00103614	I hope you catch this guy.
AID00103615	Nice to meet you. I'm Curtis.
AID00103616	Well?
AID00103617	What is it?
AID00103618	Hey! Can't you see I'm busy here?
AID00103619	Nah, I'm just kidding. This has to be the most worthless patrol duty on the whole base. They never attack this gate.
AID00103620	They just put me back here because they don't think I can handle anything else.
AID00103621	Man, am I bored.
AID00103622	What is it, soldier?
AID00103623	You stick out like a sore thumb around here. You sure you're in the right place?
AID00103624	You weren't supposed to kill him! Goddamn it. Not only did we not get any information, but now you've ended his suffering, too.
AID00103625	Shit, guess I can forget about a promotion this decade. Thanks a lot, asshole.
AID00103626	Fuck. What am I going to tell the colonel?
AID00103627	Haven't you done enough?
AID00103628	Poor guy. He's all tuckered out. Well, I guess we'll have to pick up where we left off tomorrow. Good work.
AID00103629	I'm sure he'll have had enough after a few days of this. Or if we're lucky, a few months.
AID00103630	I'll get someone in here to clean up the mess he made. You can head out for the day. Let's let him sleep.
AID00103631	That was fun to watch. I'd have you do it again, but I'd probably get in trouble.
AID00103632	This'll do the NCR a lot of good, so you should be proud.
AID00103633	Here's the standard fee, plus I threw in the price of a good show on the Strip. That's from me personally. You can beat up my prisoners anytime.
AID00103634	You did well. I don't know how you did it without putting a scratch on him, and I'm a little disappointed personally, but it saved the NCR some face.
AID00103635	And it could save us more than that when all is said and done. I'm gonna talk to some people when we're through here.
AID00103636	This is about double the standard fee we'd give a "consultant," but from what I saw, you're more of an artist. So think of this as your commission.
AID00103637	Let's finish this up, then we can talk.
AID00103638	You're back.
AID00103639	What an ugly little worm you are. What pile of excrement did the lieutenant pluck you from, worm?
AID00103640	What?
AID00103641	You don't have to do this.
AID00103642	You hit like a bedridden old woman.
AID00103643	We don't have anything to discuss, worm.
AID00103644	Enough! This is pointless. I'm dead to the Legion either way. I'll tell you what I know.
AID00103645	But you should know that Caesar has always kept his own counsel. He never reveals anything that would make him vulnerable.
AID00103646	My knowledge will not prevent the inevitable. This camp will be ash within months. Maybe weeks.
AID00103647	Have you got it?
AID00103648	Hit me.
AID00103649	Get away from me.
AID00103650	I'll take it from here.
AID00103651	Boyd's in there with a prisoner right now. Boy, is she pissed.
AID00103652	Hassling Hector, huh? Got a thing for little kids?
AID00103653	Whatcha want, freakshow?
AID00103654	Who the fuck are you and why are you bothering me?
AID00103655	Back again? Jesus....
AID00103656	Come back to Violet, huh? What now?
AID00103657	Something on your mind?
AID00103658	Hey there, sweet thing. Want a ride on the Cook-Cook express?
AID00103659	Not now! I've got to get up to the lab and finish what I started!
AID00103660	This Vault-Tech machinery is so fragile. I had to jury-rig this elevator a few days ago and it's on the fritz again already.
AID00103661	Ah, that's got it. See you upstairs.
AID00103662	Hm, what's this? Did you do these repairs? Not bad. Not bad at all.
AID00103663	Saves me time, I guess. See you upstairs.
AID00103664	Good, you're here. Ready to begin?
AID00103665	I suppose you have questions. Hurry up and ask them.
AID00103666	Ah, good. You survived. I was beginning to think you hadn't. You'll be pleased to know that the spores should no longer be a problem.
AID00103667	Now all that's left is to ensure that none of this ever happens again. The research that led to these abominations must be erased.
AID00103668	Don't mind me. I have to wrap things up here, gather my gear, that sort of thing. I'll be leaving soon enough.
AID00103669	Greetings! I do not believe we have met before. I have the singular distinction of being designated as Bohr.
AID00103670	Calculating...
AID00103671	Hello again, my friend. I hope you've been finding the information in the datastore useful.
AID00103672	
AID00103673	Welcome to the range. Feel free to use any open lane.
AID00103674	Ah, outsider. I've heard that you were instrumental in providing Hardin with the evidence to bring against me. And here I had thought to use you.
AID00103675	Have you come to gloat, or did you actually want something?
AID00103676	Welcome, outsider, welcome! The lockdown has been officially lifted and everyone seems to be in good spirits.
AID00103677	With the surface open to us once again, Hardin's already started talk of sending a force out to attack HELIOS, but I hope to dissuade him.
AID00103678	What can I do for you?
AID00103679	Hail, Brother. May I help you?
AID00103680	Greetings, my friend. I hope I can be of some assistance to you.
AID00103681	I apologize, outsider, but I'm going to be busy for a little while making preparations for lifting the lockdown.
AID00103682	What is it now, outsider?
AID00103683	I'm afraid I don't have time to talk, outsider. I've had word that Hardin is charging me with violating protocol and must prepare a defense.
AID00103684	Back again, I see. Have you found all the components we need?
AID00103685	Have you had any luck finding the scouts? Or did you have something to discuss?
AID00103686	Found the missing patrols, or was something else on your mind?
AID00103687	How did you find us, stranger? And do tell the truth.
AID00103688	I've been informed that you bring us ill tidings, stranger. Care to elaborate?
AID00103689	When Paladin Ramos informed me that Veronica was approaching with an outsider in tow, at first I didn't know what to think.
AID00103690	After giving the matter some thought, however, I've decided that an outsider could be of use to me right now.
AID00103691	However, I will not force you to help us. Should you refuse, you will be allowed to leave here, though you'd remain Veronica's responsibility.
AID00103692	What do you say, outsider? Are you willing to help us?
AID00103693	What I wished to discuss with you can wait for once I get settled in the command room, outsider.
AID00103694	When you first showed up on our doorstep, I'll admit at first I didn't know what to think.
AID00103695	After giving the matter some thought, however, I've decided that an outsider could be of great use to me right now.
AID00103696	However, I will not force you to help us. Should you refuse, you will be allowed to leave here, though know we will be keeping an eye on you.
AID00103697	What do you say, outsider? Are you willing to help us?
AID00103698	How did you resolve the situation with the ranger?
AID00103699	Have you reconsidered, outsider? I can still use your help.
AID00103700	Yes, associate?
AID00103701	
AID00103702	
AID00103703	Hey, I heard the pistol got returned. Thanks a lot! I am never going to listen to Watkins again, believe me.
AID00103704	I really hope you can find that pistol.
AID00103705	Yes, can I help you?
AID00103706	Sorry, but I'm a little busy here. If you'll excuse me.
AID00103707	The lockdown is lifted! The patrols are going to start up again! Do you know what this means? I'll actually be able to get into a real fight!
AID00103708	I wonder what it'll be against? Raiders? Radscorpions? Deathclaws? Oh, I can't wait. So what's up?
AID00103709	Hey, so Hardin becoming Elder was because of you, huh? Good job. Now that the lockdown if lifted, I may get a chance to get into a real fight!
AID00103710	I wonder what it'll be against? Raiders? Radscorpions? Deathclaws? Oh, I can't wait. So what's up?
AID00103711	I hear you handled the NCR ranger that was camping out topside.
AID00103712	Don't get a big head or anything about it. I would have taken him out if they'd let me.
AID00103713	Yeah?
AID00103714	
AID00103715	You'll find your equipment in the chest to your right. Don't bother coming back until you've dealt with the ranger.
AID00103716	Stand back from the door. The Elder's eager to hear your report.
AID00103717	[You hear nothing.]
AID00103718	Where did you learn that password? And tell the truth, because I'll know if you're lying.
AID00103719	Listen up. I'm in charge of security around here, and I can't say I'm too happy having an outsider waltzing around.
AID00103720	But since you came in with Veronica, I'm inclined to cut you a little slack. Just behave yourself and we won't have any problems, okay?
AID00103721	Oh, and the Elder's going to want to talk to you. He's on the second level. Just take a right once you get down there.
AID00103722	My office is right here in case you need anything. Just ask for Ramos.
AID00103723	How the hell did you get in here? Normally, I would have already shot you, but I'm under orders to bring you to the Elder. Will you come peacefully?
AID00103724	Rest up, and make your report to the Elder when you're up to it.
AID00103725	If you have something to say, say it to Elder McNamara.
AID00103726	Your presence here... Let's just say it's highly irregular.
AID00103727	Outsiders aren't even allowed to know that our bunker's here, let alone come and go freely.
AID00103728	You impressed Elder McNamara, obviously. He must believe that you'll be very useful.
AID00103729	Oh, hey there. Something I can help you with?
AID00103730	
AID00103731	No time to talk now. I have to get ready to return to base with this information. I'll get a fat raise for this, if anyone actually believes me.
AID00103732	Okay, so you weren't kidding about there being a Brotherhood base here.
AID00103733	I'll need to report back to base about this. They'll think I'm playing a prank if I try to radio it in, so I'll need some face time with the brass.
AID00103734	Thanks for the heads up. I mean it. I'll be sure to mention you in my report.
AID00103735	Shhh. I thought I heard something up by the entrance.
AID00103736	Now, now. Calm down. I believe you saw something. Let's just head back to my camp and we'll figure out what it was, okay?
AID00103737	Sorry, but I've got a long hike ahead of me. You take care.
AID00103738	Powder ganger scum! Hands up or die!
AID00103739	Thought you'd sneak up on me, you filthy powder ganger?
AID00103740	Oh, it's you. Any particular reason you felt the need to bother me again?
AID00103741	
AID00103742	You must be the stranger I've been hearing about. Sorry, but I'm strictly forbidden from offering our tech to outsiders like yourself.
AID00103743	Besides, I'm a little busy right now.
AID00103744	Sorry, outsider, but I'm not allowed to sell you anything without the Elder's say so.
AID00103745	Besides, I'm a little busy right now.
AID00103746	I can't believe Hardin is Elder now. At least with the lockdown lifted I'll be able to resupply my store more often. So what are you here for?
AID00103747	Have you heard the news? Elder McNamara has lifted the lockdown! Good news for this store, let me tell you. I can't wait to start getting more goods.
AID00103748	So what are you here for?
AID00103749	The word came down from the Elder that I'm to offer you some of our lesser wares, as if I didn't have other matters on my mind.
AID00103750	Have you found it? I need to give my report to Hardin soon.
AID00103751	Hi there. Looking to spend some caps?
AID00103752	You again? Didn't I tell you I was busy?
AID00103753	
AID00103754	Listen very closely and do as I say. Your life depends on it.
AID00103755	Hand over everything you're carrying. Weapons, ammo, clothes, armor - everything. I want you stripped down to your underwear.
AID00103756	Save it for Paladin Ramos, outsider.
AID00103757	I said shut up and keep moving.
AID00103758	You're the one with that robot, I was hoping you'd bring him my way. Pretty impressive piece of hardware.
AID00103759	I can't say that I've seen anything quite like him before.
AID00103760	Hmmm? Oh, you must be the outsider everyone's buzzing about. Pleased to meet you. I'm Lorenzo, Senior Knight and general handyman around here.
AID00103761	
AID00103762	Hey, good to see you again. Have you thought any more about letting me take a look at the logs on your robot?
AID00103763	Good to see you! Alive, that is. Have you found all of the components yet?
AID00103764	Good to see you again. What can I help you with?
AID00103765	What do you want? And don't try anything funny.
AID00103766	That report must reach the Elder's hands. I have nothing further to give you.
AID00103767	Don't take another step if you value your life. For what purpose do you approach me?
AID00103768	The Elder is likely urgently awaiting that report. You should make your way to him as soon as possible.
AID00103769	Approach slowly, stranger. If you have no business with me, then go.
AID00103770	Quick now, off with you! The Elder must see that report!
AID00103771	It looks like you've managed to talk some sense into the Elder, outsider. Be assured, I'll still be keeping an eye on him.
AID00103772	Your efforts to help this chapter are not unappreciated. Now, what can I do for you?
AID00103773	Welcome, my friend. A new day has dawned for this chapter, and moving forward we will no longer cower in the dark.
AID00103774	And we have you to thank for it. You'll find that I can be generous to those who show loyalty.
AID00103775	Here, take this key. If you ever find yourself in need of repair, head to our safehouse to the northeast.
AID00103776	Now, what can I do for you?
AID00103777	Are you willing to listen to me now, outsider?
AID00103778	Have you reconsidered helping me, outsider? I do what I must to see that the chapter survives.
AID00103779	What is it, outsider? Have you discovered anything?
AID00103780	Welcome back, my friend. What can I do for you?
AID00103781	What do you want, outsider?
AID00103782	I appreciate all you've done, but I'm going to have my hands full for a little while. Come back later and we'll talk.
AID00103783	
AID00103784	
AID00103785	I heard we have you to thank for McNamara having a change of heart. Thank you. So what can I do for you?
AID00103786	There's a rumor going around that you were behind Hardin's takeover. I suppose his leadership is better than none at all. Time will tell.
AID00103787	So what brings you by today?
AID00103788	Hello, you must be the outsider everyone is talking about. I'm Linda Schuler. If you ever need medical attention, this is the place to come.
AID00103789	Hello. Can I help you with something?
AID00103790	
AID00103791	Please excuse me - I'm extricating myself at the moment...
AID00103792	Apologies, but I'm quite busy until I reach safety!
AID00103793	Well! That was quite an adventure. We taught those convicts a thing or two, didn't we?
AID00103794	Breaking myself out of a hostage situation - not to diminish your role in it, of course - but it was quite thrilling.
AID00103795	Problem is, there's still no law in Primm. What're we to do the next time ruffians menace us and hold us hostage?
AID00103796	Well! That was quite a per-dicament you rescued me from, there in the Bison Steve. A most unpleasant experience.
AID00103797	Going in alone to rescue a hostage! My brother-in-law was brave like that. Made a fine sheriff. Until the Powder Gangers killed him.
AID00103798	Problem is, there's still no law in Primm. What're we to do the next time ruffians menace us and hold us hostage?
AID00103799	Well, if it isn't the "lawbringer."
AID00103800	Hello again. I don't suppose you've decided to help Primm find its next sheriff?
AID00103801	Any luck finding a suitable candidate for our next sheriff?
AID00103802	Oh, it's you.
AID00103803	I suppose I should be thanking you for restoring the rule of law to Primm...
AID00103804	I don't plan to come back to the Bison Steve much in the years to come. If I ever get out of it.
AID00103805	I do hope this ordeal will be over soon.
AID00103806	If we were to miss a convict or two in here, who'd know the difference?
AID00103807	I'm Lieutenant Hayes of the New California Republic Army, 5th Battalion, 1st Company. What's your business?
AID00103808	Yeah?
AID00103809	Primm is secure against outside threats. Be interesting to see how long the natives stay grateful.
AID00103810	I'm Sergeant McGee of the New California Republic Army, 5th Battalion, 1st Company. If you want to talk about something, speak to Lieutenant Hayes.
AID00103811	What is it?
AID00103812	Move along, waster. Got a town to run here.
AID00103813	
AID00103814	
AID00103815	
AID00103816	Howdy pardner! Any luck tracking down Vance's gun?
AID00103817	Always good to see you, pardner! Anything I can help you with?
AID00103818	What are you doing here, stranger? You looking to start some trouble?
AID00103819	This better be good, stranger.
AID00103820	You'd best not try any funny business, stranger. One word from me, and Vance will plant you in the ground!
AID00103821	What the hell you want?
AID00103822	Thanks for talking Pauline out of robbing the Strip. Who knows what she'll think of next?
AID00103823	Thank god you talked me out of trying to rob the Strip. I guess we'll wait here until I come up with our next caper.
AID00103824	
AID00103825	Heard it was you brought the law back to Primm, youngster. Hat's off to you.
AID00103826	Primm had rule of law for the blink of an eye, but now we're back where we started.
AID00103827	Hey there, youngster.
AID00103828	Hello there. What brings you to Primm?
AID00103829	Welcome back. Good to see you again.
AID00103830	
AID00103831	
AID00103832	Have you found the components we discussed? The sooner we get this over with, the better.
AID00103833	Jason says that I am to cooperate with you on the final tasks necessary to launch the Great Journey.
AID00103834	Are you ready to get started? Those rockets aren't going to launch themselves.
AID00103835	It is almost time for the great Journey!
AID00103836	Not now! It is almost time for the Great Journey!
AID00103837	It is almost time for the great Journey!
AID00103838	Nice enough speech, I guess.
AID00103839	Well, it's up to you to go launch the rockets. There's a small mission control room all the way back upstairs. Should be as easy as pressin a button.
AID00103840	It seems my work here is done, so I'll be on my way to Novac. We'll see how that works out.
AID00103841	Did you hear him? As though some fancy speech can make what they did to me less of a crime?
AID00103842	Go launch the rockets! There's a cramped little "mission control" room all the way back upstairs. Should be as easy as pushing a button.
AID00103843	Enjoy the view. I hear the "Great Journey" is going to be shorter than they expected. Sweeter, too.
AID00103844	Did you hear him? My god, you were right all along. I'm no ghoul! They were just using me...
AID00103845	Go launch the rockets. Don't worry about me.
AID00103846	Leave me alone.
AID00103847	Did you bring the items we discussed? The sooner I send them on their way, the sooner I can head to Novac.
AID00103848	
AID00103849	Where did rest of my kin go? All alone now...
AID00103850	Antler is sad. We Nightkin go now, but there is fewer than when we came here...
AID00103851	Antler is sad, human. Nightkin go now, find Stealth Boys in other places.
AID00103852	You did good, smoothskin. Never thought I'd get out of that room.
AID00103853	Kind of busy running for my life here, smoothskin.
AID00103854	Come and get it, you big dumb -
AID00103855	Hey! You're not one of those things out there. Who the hell are you?
AID00103856	Did you find my friend?
AID00103857	What do you want now, smoothskin?
AID00103858	Who sent you? I ain't talking. They tried to get me to talk before, but I didn't say nothing. And I don't aim to now, by gum.
AID00103859	You've seen them too, haven't you? I can see it in your eyes. I knew I wasn't the only one.
AID00103860	Yeah? What do you want?
AID00103861	What's up?
AID00103862	Hi there, mister. You need something?
AID00103863	Hi there, miss. Can I help you with something?
AID00103864	Hello again. Did you need something else?
AID00103865	I'm not supposed to talk to strangers.
AID00103866	I doubt I can help you. I'm just a kid, you know.
AID00103867	Alright, that should do it. You need anything else?
AID00103868	And we're all done. That wasn't so bad, was it? Did you need anything else?
AID00103869	You've helped me so much, it seems wrong to ask, but can you spare any more water?
AID00103870	I'll never forget you. Thank you for your help.
AID00103871	I hate to ask but... do you have any more water?
AID00103872	You've saved my life. Thank you, stranger. I hate to ask you this, but times are hard...
AID00103873	Can you spare any more water?
AID00103874	Just leave me to die in peace.
AID00103875	Just go away. I'd like to die without you standing over me gloating.
AID00103876	Oh, thank God. Someone new! I need water! Please! Water!
AID00103877	Can you help me? I need water... purified water... please...
AID00103878	Please... do you have any water? I'm so thirsty...
AID00103879	Please! Please help me... I need water! I'm dying!
AID00103880	RL-3 regrets to inform that you are obviously unfit to command, sir!
AID00103881	RL-3 is pleased to see you, sir! Is there a mission to undertake?
AID00103882	RL-3 is ready for another tour of duty, sir!
AID00103883	RL-3 is ready for duty, sir!
AID00103884	Yes, commander?
AID00103885	By your command, sir!
AID00103886	Feel better? You should, that was the good stuff. Need anything else?
AID00103887	See, that wasn't so bad. Anything else I can do for you?
AID00103888	You're all set. Are we done here?
AID00103889	Jesus, you really can't take a hint, can you?
AID00103890	Let me be blunt. Go away.
AID00103891	I don't know you, you don't know me. Let's keep it that way.
AID00103892	How about you just mind your own business, okay?
AID00103893	Do not interfere with security operations.
AID00103894	I'm sorry, but I am not at liberty to chat right now.
AID00103895	Protect and serve.
AID00103896	Protect and serve.
AID00103897	Good morning, sir.
AID00103898	What can I do for you?
AID00103899	Good morning, madame.
AID00103900	What can I do for you?
AID00103901	Good evening, sir.
AID00103902	What can I do for you?
AID00103903	Good evening, madame.
AID00103904	What can I do for you?
AID00103905	PLAYER SWING MELEE WEAPON
AID00103906	PLAYER THROW GRENADE
AID00103907	Grenade!
AID00103908	Take cover!
AID00103909	Grenade!
AID00103910	Incoming!
AID00103911	Explosive!
AID00103912	Grenade!
AID00103913	Incoming!
AID00103914	Grenade!
AID00103915	Look out!
AID00103916	Grenade!
AID00103917	You have a good throwing arm!
AID00103918	You really know how to throw those things!
AID00103919	I wish I could throw myself on a grenade!
AID00103920	Be advised, a grenade has been thrown.
AID00103921	Be advised, an explosive has been thrown.
AID00103922	Damn, be careful with those things!
AID00103923	Got any more of those? I wanna blow something up too!
AID00103924	
AID00103925	Fire!
AID00103926	Frag out!
AID00103927	Grenade!
AID00103928	Grenade!
AID00103929	<bark! bark!>
AID00103930	Watch out below!
AID00103931	Go wide!
AID00103932	Gonna get loud!
AID00103933	Boom!
AID00103934	Grenade!
AID00103935	Pineapples, Leo!
AID00103936	Out of the way!
AID00103937	Hot potato!
AID00103938	Scoot!
AID00103939	Hop to it!
AID00103940	Watch out!
AID00103941	Scatter!
AID00103942	Get down!
AID00103943	Oh, crap... take cover!
AID00103944	Here it comes!
AID00103945	Here comes the boom!
AID00103946	Run!
AID00103947	Get away!
AID00103948	Grenade!
AID00103949	Hit the dirt!
AID00103950	PLAYER FIRE WEAPON
AID00103951	Cut it out, will you?
AID00103952	Whoa, whoa! Careful!
AID00103953	Keep that shit away from me.
AID00103954	What the fuck do you think you're doing.
AID00103955	Put that away!
AID00103956	Mind your weapon!
AID00103957	Stow that weapon, Outsider.
AID00103958	Drop that weapon.
AID00103959	What's your problem?
AID00103960	Stop doing that, please.
AID00103961	I'm not sure if you're trying to hit me or trying to miss me. Either way, stop it. Thanks.
AID00103962	Let me aim that for you next time.
AID00103963	Whoo! Bang bang!
AID00103964	A pulled trigger's a happy trigger!
AID00103965	Yeah! Shoot it again!
AID00103966	Weapons use is discouraged. Thank you for your cooperation.
AID00103967	Please do not use your weapons. Thank you.
AID00103968	<Makes beeping sounds>
AID00103969	Am I gonna have to take that away from you?
